iter	MAE	RMSE
1751	0.3256951556	0.4243062113
1752	0.3256629012	0.4242629075
1753	0.3256406047	0.4242363073
1754	0.3256117338	0.424191815
1755	0.3255703327	0.4241384502
1756	0.3255408794	0.4240992027
1757	0.3255071216	0.424053514
1758	0.32547649	0.4240138338
1759	0.3254509113	0.4239842343
1760	0.32542516	0.4239430538
1761	0.3254142723	0.423926116
1762	0.3253845323	0.4238895315
1763	0.3253530192	0.4238462029
1764	0.3253160094	0.4237944805
1765	0.325286268	0.4237571461
1766	0.3252654947	0.4237308453
1767	0.3252473099	0.42370515
1768	0.3252189825	0.4236616871
1769	0.3251887431	0.423617433
1770	0.3251740982	0.4235956476
1771	0.3251540316	0.4235650087
1772	0.3251353304	0.4235438906
1773	0.3251200881	0.423520902
1774	0.3250837892	0.4234687927
1775	0.3250746299	0.4234585165
1776	0.3250526419	0.4234259929
1777	0.3250409903	0.4234146724
1778	0.325032422	0.423404333
1779	0.3250172773	0.4233792271
1780	0.3249939754	0.4233500882
1781	0.3249676288	0.4233111813
1782	0.3249635585	0.423304584
1783	0.3249215362	0.4232468294
1784	0.3249017913	0.4232242647
1785	0.3248920652	0.4232085926
1786	0.3248608254	0.4231664553
1787	0.3248226048	0.4231100859
1788	0.3247886186	0.4230706861
1789	0.3247636445	0.4230383512
1790	0.3247269798	0.4229835941
1791	0.3247034196	0.422953317
1792	0.3246864223	0.4229297491
1793	0.3246514892	0.4228869883
1794	0.3246130358	0.4228429323
1795	0.324584595	0.4228061274
1796	0.3245561057	0.4227666861
1797	0.3245284928	0.4227276753
1798	0.3245011337	0.4226898127
1799	0.3244673955	0.4226370849
1800	0.3244328273	0.4225852935
1801	0.3244103866	0.4225540516
1802	0.3243996704	0.422540448
1803	0.3243978417	0.4225384206
1804	0.324372034	0.4225035652
1805	0.3243280095	0.4224463914
1806	0.32430196	0.4224066733
1807	0.3242656774	0.4223557175
1808	0.3242567382	0.4223443257
1809	0.3242454584	0.4223333744
1810	0.3242249669	0.4223071056
1811	0.324201323	0.4222765039
1812	0.3241829739	0.4222534131
1813	0.3241529303	0.4222164593
1814	0.3241109643	0.4221686987
1815	0.324080029	0.4221312317
1816	0.3240467028	0.4220954665
1817	0.3240135815	0.4220545483
1818	0.3239838396	0.4220144728
1819	0.3239549417	0.4219747392
1820	0.3239288142	0.4219426933
1821	0.3238968994	0.4218888068
1822	0.3238641675	0.4218489296
1823	0.3238611956	0.4218435966
1824	0.3238204363	0.4217930064
1825	0.3237829657	0.421745075
1826	0.3237753583	0.4217363931
1827	0.3237487916	0.4217016314
1828	0.3237184214	0.4216641613
1829	0.3236895663	0.4216233984
1830	0.323655112	0.421583244
1831	0.3236141658	0.4215255296
1832	0.3235950542	0.4214966163
1833	0.3235709761	0.4214560295
1834	0.3235413298	0.4214198596
1835	0.3235010785	0.4213640521
1836	0.323475578	0.4213285014
1837	0.3234501706	0.421299373
1838	0.3234197157	0.4212607754
1839	0.3233855922	0.4212139407
1840	0.3233543484	0.4211747696
1841	0.3233196906	0.4211362062
1842	0.3232889991	0.4210957766
1843	0.3232645986	0.4210690893
1844	0.3232323763	0.4210284057
1845	0.323187837	0.4209663007
1846	0.3231571564	0.4209270305
1847	0.3231389327	0.420906226
1848	0.3231094764	0.4208657568
1849	0.323091564	0.42084379
1850	0.3230685514	0.4208154594
1851	0.3230471668	0.4207823042
1852	0.3230183297	0.4207422841
1853	0.3229997283	0.4207203788
1854	0.3229687028	0.420670112
1855	0.322936292	0.4206277886
1856	0.3229235669	0.4206104806
1857	0.3228974127	0.42056918
1858	0.3228780463	0.4205410844
1859	0.3228731983	0.4205360154
1860	0.3228398148	0.4204902185
1861	0.3228119341	0.4204512838
1862	0.3227817538	0.4204002853
1863	0.3227791163	0.4203973773
1864	0.3227655972	0.420383256
1865	0.3227288285	0.4203299194
1866	0.3226943646	0.4202850986
1867	0.3226510315	0.4202284125
1868	0.3226184744	0.4201802298
1869	0.3226061025	0.4201572685
1870	0.3225797409	0.4201158152
1871	0.3225426234	0.4200670864
1872	0.3225076173	0.4200279346
1873	0.3224756492	0.4199827271
1874	0.3224546175	0.4199502289
1875	0.3224255701	0.4199132888
1876	0.3224071279	0.4198928907
1877	0.3223896705	0.419868775
1878	0.3223733002	0.4198473937
1879	0.3223466534	0.4198124269
1880	0.3223358426	0.4197996205
1881	0.3223092256	0.4197616393
1882	0.3222669714	0.4197067398
1883	0.322246992	0.4196784035
1884	0.3222189726	0.4196417355
1885	0.3221965368	0.419616042
1886	0.3221665795	0.4195744014
1887	0.3221305525	0.4195300765
1888	0.322125821	0.4195245288
1889	0.3220913546	0.4194722734
1890	0.3220562891	0.4194263355
1891	0.3220180081	0.4193708062
1892	0.3219934571	0.4193382551
1893	0.3219552075	0.4192978221
1894	0.3219244728	0.4192611801
1895	0.3218816451	0.419205644
1896	0.3218453113	0.4191596265
1897	0.3218216751	0.419126967
1898	0.3217981854	0.4190949185
1899	0.3217653282	0.4190566469
1900	0.3217429017	0.4190171825
1901	0.321714054	0.4189766123
1902	0.3217081536	0.4189692442
1903	0.3216727831	0.4189187549
1904	0.3216561149	0.4188991196
1905	0.3216201108	0.4188538541
1906	0.3215839895	0.4188028713
1907	0.3215543509	0.4187543991
1908	0.3215347917	0.4187289625
1909	0.3215142959	0.4186991967
1910	0.3214873818	0.4186612189
1911	0.3214605041	0.4186292167
1912	0.3214454128	0.4186080086
1913	0.3214427597	0.4186035359
1914	0.3214175543	0.4185697983
1915	0.3213757068	0.4185174085
1916	0.3213415102	0.418473846
1917	0.321306164	0.4184248468
1918	0.3212492034	0.4183395637
1919	0.3212271437	0.4183113829
1920	0.3212123389	0.4182858452
1921	0.3211700355	0.4182354462
1922	0.3211449442	0.4181962304
1923	0.3211255524	0.4181704638
1924	0.3210852507	0.4181242087
1925	0.321081142	0.4181179673
1926	0.321078586	0.418114179
1927	0.3210559348	0.4180850131
1928	0.3210324083	0.4180521326
1929	0.3210008148	0.4180114954
1930	0.3209740669	0.4179820834
1931	0.3209527635	0.4179538804
1932	0.320923921	0.417913907
1933	0.3208979302	0.4178822916
1934	0.3208693937	0.4178386
1935	0.3208375406	0.4177948687
1936	0.3208206306	0.4177750363
1937	0.3207915577	0.4177365566
1938	0.320761232	0.4177007091
1939	0.3207362017	0.4176682568
1940	0.3207050729	0.4176286286
1941	0.3206799127	0.4175973772
1942	0.3206470335	0.4175553829
1943	0.3206225557	0.4175274981
1944	0.3206005383	0.4175018945
1945	0.3205824873	0.4174749337
1946	0.3205577418	0.4174423793
1947	0.3205422324	0.4174191432
1948	0.3205192252	0.4173857119
1949	0.3205168725	0.4173815504
1950	0.3204979947	0.417355972
1951	0.3204943251	0.4173509778
1952	0.3204766521	0.417328473
1953	0.3204501112	0.4172926963
1954	0.3204205712	0.4172547881
1955	0.3204000092	0.4172280642
1956	0.3203812487	0.4172027935
1957	0.3203556325	0.4171723048
1958	0.3203234689	0.4171377511
1959	0.3203034055	0.4171063696
1960	0.3202610067	0.4170490784
1961	0.3202275924	0.417009241
1962	0.3202067156	0.4169771582
1963	0.320171489	0.4169242066
1964	0.320134229	0.4168807753
1965	0.3200955839	0.4168296384
1966	0.3200665652	0.4167863325
1967	0.3200250045	0.4167351006
1968	0.3200097341	0.416713074
1969	0.3199803269	0.4166699707
1970	0.319954962	0.4166374558
1971	0.319913378	0.4165769102
1972	0.3198818409	0.4165361047
1973	0.319845264	0.4164852185
1974	0.3198134954	0.4164435529
1975	0.3197940592	0.4164204573
1976	0.3197700024	0.4163797667
1977	0.319767719	0.4163771151
1978	0.3197374858	0.4163430337
1979	0.3197149541	0.4163163052
1980	0.3196825026	0.4162762196
1981	0.3196609891	0.4162465543
1982	0.3196443899	0.4162220789
1983	0.3196068378	0.416175756
1984	0.3195798455	0.4161412753
1985	0.3195531545	0.416102376
1986	0.3195495349	0.4160987459
1987	0.3195229872	0.4160663271
1988	0.3195000068	0.4160371451
1989	0.3194722741	0.4159924991
1990	0.3194307644	0.4159431465
1991	0.3193961439	0.4159014723
1992	0.319353185	0.4158492439
1993	0.3193203882	0.4158020431
1994	0.319292677	0.4157666066
1995	0.3192587666	0.4157205421
1996	0.3192216125	0.4156765069
1997	0.3191942204	0.4156384315
1998	0.3191468461	0.4155755108
1999	0.3191153991	0.415537243
